Subcellular location ID	Name	Category	Gene Ontologies	Is a	Description	Keyword	Synonyms	Links	References	Note	Content	Is part of	Statistics
SL-0375	Host cell membrane	Cellular component	GO:0020002:host cell plasma membrane	SL-0380; Host membrane; LOCATION	The host cell membrane is the selectively permeable membrane which separates the host cytoplasm from its surroundings. Known as the host cell inner membrane in prokaryotes with 2 membranes.	KW-1032	Host cytoplasmic membrane, Host plasmalemma, Host plasma membrane				Host cell membrane	SL-0398; Host endomembrane system; LOCATION, SL-0421; Host cell envelope; LOCATION	reviewed:2170; annotated:609618
SL-0376	Host cell outer membrane	Cellular component	GO:0020002:host cell plasma membrane	SL-0380; Host membrane; LOCATION	The prokaryotic host cell outer membrane is the selectively permeable membrane which separates the prokaryotic periplasm from its surroundings in prokaryotes with 2 membranes. Traditionally only Gram- negative bacteria were thought of as having an outer membrane, but recent work has shown some Actinobacteria, including Mycobacterium tuberculosis, as well as at least 1 archaea (Ignicoccus hospitalis) have a cell outer membrane.	KW-1033	Host outer membrane				Host cell outer membrane		reviewed:20; annotated:312
SL-0377	Host cell projection	Cellular component	GO:0044157:host cell projection		A host cell projection is a host cell protrusion such as pseudopodium, filopodium, lamellipodium, growth cone, flagellum, acrosome, axon, pili or bacterial comet tail. These membrane-cytoskeleton-coupled processes are involved in many biological functions, such as host cell motility, cancer-cell invasion, endocytosis, phagocytosis, exocytosis, pathogen infection, neurite extension and cytokinesis.	KW-1034	Host cell protrusion				Host cell projection	SL-0427; Host cell; LOCATION	reviewed:25; annotated:1565
SL-0378	Host cell surface	Cellular component	GO:0044228:host cell surface		The outermost side of the host cell.						Host cell surface	SL-0427; Host cell; LOCATION	reviewed:54; annotated:9126
SL-0379	Host filopodium	Cellular component	GO:0044176:host cell filopodium	SL-0377; Host cell projection; LOCATION	The host filopodium is a thin, tubular, finger-like host cell protrusion filled with straight bundled, crosslinked actin filaments having their barbed ends directed towards the host cell membrane.		Host filopodia, Host microspike				Host cell projection, host filopodium		reviewed:25; annotated:1565
SL-0380	Host membrane	Cellular component	GO:0033644:host cell membrane	SL-0162; Membrane; LOCATION	A host membrane is a lipid bilayer which surrounds host enclosed spaces and compartments. This selectively permeable structure is essential for effective separation of a host cell or organelle from its surroundings.	KW-1043					Host membrane		reviewed:3980; annotated:831357
SL-0381	Host cytoplasm	Cellular component	GO:0030430:host cell cytoplasm		The host cytoplasm is the content of a host cell within the plasma membrane and, in eukaryotics cells, surrounds the host nucleus.	KW-1035					Host cytoplasm	SL-0427; Host cell; LOCATION	reviewed:3863; annotated:563218
SL-0382	Host perinuclear region	Cellular component	GO:0044220:host cell perinuclear region of cytoplasm		The host perinuclear region is the host cytoplasmic region just around the host nucleus.		Host nuclear periphery, Host perinuclear region of cytoplasm				Host cytoplasm, host perinuclear region	SL-0381; Host cytoplasm; LOCATION	reviewed:286; annotated:23270
SL-0383	Host cytoskeleton	Cellular component	GO:0044163:host cytoskeleton		The host cytoskeleton is a dynamic three-dimensional structure that fills the host cytoplasm of eukaryotic cells. It is responsible for cell movement, cytokinesis, and the organization of the organelles or organelle-like structures within the host cell.	KW-1037					Host cytoplasm, host cytoskeleton	SL-0381; Host cytoplasm; LOCATION	reviewed:175; annotated:6953
SL-0384	Host cytosol	Cellular component	GO:0044164:host cell cytosol		The host cytosol is the unstructured aqueous phase of the host cytoplasm excluding organelles, membranes, and insoluble cytoskeletal components.						Host cytoplasm, host cytosol	SL-0381; Host cytoplasm; LOCATION	reviewed:121; annotated:27394
SL-0385	Host plasmodesma	Cellular component	GO:0044219:host cell plasmodesma	SL-0374; Host cell junction; LOCATION	The host plasmodesma (plural host plasmodesmata) is a plasma membrane- lined channel that crosses the cell wall between two adjacent host plant cells and which allows a cytoplasmic exchange between the cells. It provides passage of ions and small molecules, but also of macromolecules such as RNA or proteins. Host plasmodesmata are sheathed by a host plasma membrane that is simply an extension of the cell membrane of the adjoining cells.		Host PD, Host plasmodesmata				Host cell junction, host plasmodesma		reviewed:157; annotated:1906
SL-0386	Host cytoplasmic vesicle	Cellular component	GO:0044161:host cell cytoplasmic vesicle		The host cytoplasmic vesicles mediate vesicular transport among the organelles of host secretory and endocytic systems.	KW-1036					Host cytoplasmic vesicle	SL-0427; Host cell; LOCATION	reviewed:189; annotated:15141
SL-0387	Host cytoplasmic vesicle membrane	Cellular component	GO:0044162:host cell cytoplasmic vesicle membrane	SL-0380; Host membrane; LOCATION	The membrane surrounding a host cytoplasmic vesicle. These vesicles mediate vesicular transport among the organelles of secretory and endocytic systems.						Host cytoplasmic vesicle membrane	SL-0386; Host cytoplasmic vesicle; LOCATION, SL-0398; Host endomembrane system; LOCATION	reviewed:129; annotated:11103
SL-0388	Host endoplasmic reticulum	Cellular component	GO:0044165:host cell endoplasmic reticulum		The host endoplasmic reticulum (ER) is an extensive network of membrane tubules, vesicles and flattened cisternae (sac-like structures) found throughout the eukaryotic host cell, especially those responsible for the production of hormones and other secretory products.	KW-1038					Host endoplasmic reticulum	SL-0427; Host cell; LOCATION	reviewed:847; annotated:180938
SL-0389	Host endoplasmic reticulum lumen	Cellular component	GO:0044166:host cell endoplasmic reticulum lumen		The lumen of the host endoplasmic reticulum (ER) is the area enclosed by the host endoplasmic reticulum membrane, an extensive network of membrane tubules, vesicles and flattened cisternae (sac-like structures) found throughout the eukaryotic cell, especially those responsible for the production of hormones and other secretory products.						Host endoplasmic reticulum lumen	SL-0388; Host endoplasmic reticulum; LOCATION	reviewed:94; annotated:19174
SL-0390	Host endoplasmic reticulum membrane	Cellular component	GO:0044167:host cell endoplasmic reticulum membrane	SL-0380; Host membrane; LOCATION	The membrane surrounding the host endoplasmic reticulum (ER). The host endoplasmic reticulum is an extensive network of membrane tubules, vesicles and flattened cisternae (sac-like structures) found throughout the eukaryotic host cell, especially those responsible for the production of hormones and other secretory products.						Host endoplasmic reticulum membrane	SL-0388; Host endoplasmic reticulum; LOCATION, SL-0398; Host endomembrane system; LOCATION	reviewed:588; annotated:149642
SL-0391	Host endoplasmic reticulum-Golgi intermediate compartment	Cellular component	GO:0044172:host cell endoplasmic reticulum-Golgi intermediate compartment		The host ER-Golgi intermediate compartment is a collection of tubulovesicular membrane clusters in the vicinity of host ER exit sites. The host ERGIC mediates transport between the endoplasmic reticulum and the Golgi and is the first anterograde/retrograde sorting station in the host secretory pathway.		Host ERGIC, Host ER-Golgi intermediate compartment, Host IC, Host intermediate compartment, Host vesiculo-tubular cluster, Host VTC				Host endoplasmic reticulum-Golgi intermediate compartment	SL-0427; Host cell; LOCATION	reviewed:264; annotated:22404
SL-0392	Host endoplasmic reticulum-Golgi intermediate compartment membrane	Cellular component	GO:0044173:host cell endoplasmic reticulum-Golgi intermediate compartment membrane	SL-0380; Host membrane; LOCATION	The membrane surrounding the host ER-Golgi intermediate compartment, which is a collection of tubulovesicular membrane clusters in the vicinity of host ER exit sites.		Host ERGIC membrane, Host ER-Golgi intermediate compartment membrane, Host IC membrane, Host intermediate compartment membrane, Host vesiculo-tubular cluster membrane, Host VTC membrane				Host endoplasmic reticulum-Golgi intermediate compartment membrane	SL-0391; Host endoplasmic reticulum-Golgi intermediate compartment; LOCATION, SL-0398; Host endomembrane system; LOCATION	reviewed:64; annotated:11917
SL-0393	Host endosome	Cellular component	GO:0044174:host cell endosome		Host endosomes are highly dynamic membrane systems involved in transport within the host cell, they receive endocytosed host cell membrane molecules and sort them for either degradation or recycling back to the host cell surface. They also receive newly synthesised proteins destined for host vacuolar/lysosomal compartments.	KW-1039					Host endosome	SL-0427; Host cell; LOCATION	reviewed:491; annotated:99193
SL-0394	Host endosome membrane	Cellular component	GO:0044175:host cell endosome membrane	SL-0380; Host membrane; LOCATION	The membrane surrounding the host endosome. Host endosomes are highly dynamic membrane systems involved in transport within the cell, they receive endocytosed host cell membrane molecules and sort them for either degradation or recycling back to the host cell surface.		Host endosomal membrane				Host endosome membrane	SL-0393; Host endosome; LOCATION, SL-0398; Host endomembrane system; LOCATION	reviewed:266; annotated:96867
